Species (English and scientific names),Taxonomic group,COSEWIC Status,SARA Status,Page on SARA registry,Timeline,After 2017?,Lag (days) Minister -> GiC Receipt,Aquatic_vs_terrestrial,Consultation_Pathway,Last Minister Receipt,date_1,doc_type_1,date_2,doc_type_2,date_3,doc_type_3,date_4,doc_type_4,date_5,doc_type_5,date_6,doc_type_6,date_7,doc_type_7,date_8,doc_type_8,date_9,doc_type_9,date_10,doc_type_10,date_11,doc_type_11,date_12,doc_type_12,date_13,doc_type_13,date_14,doc_type_14,date_15,doc_type_15,date_16,doc_type_16,date_17,doc_type_17,date_18,doc_type_18
Butler's Gartersnake (Thamnophis butleri),Reptiles,Threatened,Endangered (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/588-12,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerulean Warbler (Setophaga cerulea),Birds,Endangered,"Endangered (since November 2, 2017)",https://species-registry.canada.ca/index-en.html#/species/46-287,Assessed but late,FALSE,1917,,,2011-12-08T08:00:00Z,2004-03-03T08:00:00Z,2_Consultation_Begin,2004-04-21T07:00:00Z,1_Response_Statement,2004-04-21T07:00:00Z,4_GiC_Receipt,2004-06-14T07:00:00Z,3_Consultation_End,2004-10-23T07:00:00Z,5_GiC_Listing_Decision,2005-01-12T08:00:00Z,5_GiC_Listing_Decision,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2017-03-08T08:00:00Z,4_GiC_Receipt,2017-03-11T08:00:00Z,5_GiC_Listing_Decision,2017-11-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crumpled Tarpaper Lichen (Collema coniophilum),Lichens,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1088-765,Assessed but late,FALSE,1651,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-06-15T07:00:00Z,4_GiC_Receipt,2016-06-18T07:00:00Z,5_GiC_Listing_Decision,2017-02-22T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desert Nightsnake (Hypsiglena chlorophaea),Reptiles,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/681-271,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2001-05-31T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolly Varden (Salvelinus malma malma), Western Arctic populations",Fishes (freshwater),Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1122-764,Assessed but late,FALSE,1721,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2016-08-24T07:00:00Z,4_GiC_Receipt,2016-08-27T07:00:00Z,5_GiC_Listing_Decision,2017-05-03T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dune Tachinid Fly (Germaria angustata),Arthropods,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1143-794,Assessed but late,FALSE,1651,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-06-15T07:00:00Z,4_GiC_Receipt,2016-06-18T07:00:00Z,5_GiC_Listing_Decision,2017-02-22T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwarf Lake Iris (Iris lacustris),Vascular Plants,Special Concern,"Special Concern (since June 2, 2017)",https://species-registry.canada.ca/index-en.html#/species/826-557,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2005-08-12T07:00:00Z,0_COSEWIC_Assessment,2005-11-15T08:00:00Z,1_Response_Statement,2005-11-15T08:00:00Z,2_Consultation_Begin,2005-11-15T08:00:00Z,4_GiC_Receipt,2006-02-15T08:00:00Z,3_Consultation_End,2006-06-10T07:00:00Z,5_GiC_Listing_Decision,2006-09-06T07:00:00Z,5_GiC_Listing_Decision,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Meadowlark (Sturnella magna),Birds,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1144-798,Assessed but late,FALSE,1917,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2017-03-08T08:00:00Z,4_GiC_Receipt,2017-03-11T08:00:00Z,5_GiC_Listing_Decision,2017-11-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mole (Scalopus aquaticus),Mammals (terrestrial),Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/153-378,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eulachon (Thaleichthys pacificus), Central Pacific Coast population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1163-804,No GiC Receipt,FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2014-01-02T08:00:00Z,0_COSEWIC_Assessment,2016-08-30T07:00:00Z,2_Consultation_Begin,2016-11-30T08:00:00Z,3_Consultation_End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eulachon (Thaleichthys pacificus), Fraser River population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1164-805,No GiC Receipt,FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2014-01-02T08:00:00Z,0_COSEWIC_Assessment,2016-08-30T07:00:00Z,2_Consultation_Begin,2016-11-30T08:00:00Z,3_Consultation_End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furbish's Lousewort (Pedicularis furbishiae),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/179-138,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henslow's Sparrow (Ammodramus henslowii),Birds,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/23-23,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hickorynut (Obovaria olivaria),Molluscs,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1150-806,Assessed but late,FALSE,2659,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2014-04-09T07:00:00Z,2_Consultation_Begin,2014-06-09T07:00:00Z,3_Consultation_End,2019-03-20T07:00:00Z,4_GiC_Receipt,2019-03-23T07:00:00Z,5_GiC_Listing_Decision,2019-08-21T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hine's Emerald (Somatochlora hineana),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1145-795,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungerford's Crawling Water Beetle (Brychius hungerfordi),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1146-797,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jefferson Salamander (Ambystoma jeffersonianum),Amphibians,Endangered,"Endangered (since June 2, 2017)",https://species-registry.canada.ca/index-en.html#/species/642-254,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
King Rail (Rallus elegans),Birds,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/24-24,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long's Braya (Braya longii),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/6-15,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-08-31T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyall's Mariposa Lily (Calochortus lyallii),Vascular Plants,Special Concern,"Special Concern (since February 3, 2017)",https://species-registry.canada.ca/index-en.html#/species/675-267,Assessed but late,FALSE,1651,,,2011-12-08T08:00:00Z,2001-05-01T07:00:00Z,0_COSEWIC_Assessment,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-06-15T07:00:00Z,4_GiC_Receipt,2016-06-18T07:00:00Z,5_GiC_Listing_Decision,2017-02-22T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macropis Cuckoo Bee (Epeoloides pilosulus),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1142-800,Assessed but late,FALSE,2197,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2017-12-13T08:00:00Z,4_GiC_Receipt,2017-12-16T08:00:00Z,5_GiC_Listing_Decision,2018-06-13T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Sucker (Catostomus platyrhynchus), Milk River populations",Fishes (freshwater),Non-active,Threatened,https://species-registry.canada.ca/index-en.html#/species/1116-769,Assessed but late,FALSE,1721,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2016-08-24T07:00:00Z,4_GiC_Receipt,2016-08-27T07:00:00Z,5_GiC_Listing_Decision,2017-05-03T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Sucker (Catostomus platyrhynchus), Pacific populations",Fishes (freshwater),Non-active,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1117-770,Assessed but late,FALSE,1721,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2016-08-24T07:00:00Z,4_GiC_Receipt,2016-08-27T07:00:00Z,5_GiC_Listing_Decision,2017-05-03T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nodding Pogonia (Triphora trianthophoros),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/224-180,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2022-02-16T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Bottlenose Whale (Hyperoodon ampullatus), Davis Strait-Baffin Bay-Labrador Sea population",Mammals (marine),Special Concern,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/782-801,No GiC Receipt,FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Bottlenose Whale (Hyperoodon ampullatus), Scotian Shelf population",Mammals (marine),Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/162-299,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2004-04-21T07:00:00Z,1_Response_Statement,2005-12-10T08:00:00Z,5_GiC_Listing_Decision,2006-04-19T07:00:00Z,5_GiC_Listing_Decision,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olive Clubtail (Stylurus olivaceus),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1156-796,Assessed but late,FALSE,1651,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-06-15T07:00:00Z,4_GiC_Receipt,2016-06-18T07:00:00Z,5_GiC_Listing_Decision,2017-02-22T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olympia Oyster (Ostrea lurida),Molluscs,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/645-369,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon Spotted Frog (Rana pretiosa),Amphibians,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/614-247,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2000-05-01T07:00:00Z,0_COSEWIC_Assessment,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallid Bat (Antrozous pallidus),Mammals (terrestrial),Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/165-134,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peacock Vinyl Lichen (Leptogium polycarpum),Lichens,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1149-799,Assessed but late,FALSE,1651,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-06-15T07:00:00Z,4_GiC_Receipt,2016-06-18T07:00:00Z,5_GiC_Listing_Decision,2017-02-22T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pitcher's Thistle (Cirsium pitcheri),Vascular Plants,Special Concern,"Special Concern (since June 2, 2017)",https://species-registry.canada.ca/index-en.html#/species/225-181,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purple Twayblade (Liparis liliifolia),Vascular Plants,Threatened,"Threatened (since June 2, 2017)",https://species-registry.canada.ca/index-en.html#/species/227-183,Assessed but late,FALSE,1777,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2016-10-19T07:00:00Z,4_GiC_Receipt,2016-10-22T07:00:00Z,5_GiC_Listing_Decision,2017-06-14T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rocky Mountain Ridged Mussel (Gonidea angulata),Molluscs,Endangered,Special Concern (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/791-329,Assessed but late,FALSE,2659,,,2011-12-08T08:00:00Z,2003-11-01T08:00:00Z,0_COSEWIC_Assessment,2004-10-19T07:00:00Z,4_GiC_Receipt,2004-10-22T07:00:00Z,1_Response_Statement,2004-11-23T08:00:00Z,2_Consultation_Begin,2005-01-28T08:00:00Z,3_Consultation_End,2005-05-16T07:00:00Z,5_GiC_Listing_Decision,2005-07-27T07:00:00Z,5_GiC_Listing_Decision,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2019-03-20T07:00:00Z,4_GiC_Receipt,2019-03-23T07:00:00Z,5_GiC_Listing_Decision,2019-08-21T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roell's Brotherella Moss (Brotherella roellii),Mosses,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1121-762,Assessed but late,FALSE,2197,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2017-12-13T08:00:00Z,4_GiC_Receipt,2017-12-16T08:00:00Z,5_GiC_Listing_Decision,2018-06-13T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salamander Mussel (Simpsonaias ambigua),Molluscs,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/671-263,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2011-08-31T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seaside Birds-foot Lotus (Lotus formosissimus),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/12-16,No GiC Receipt (no change needed),FALSE,0,,,2011-12-08T08:00:00Z,2000-05-01T07:00:00Z,0_COSEWIC_Assessment,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shorthead Sculpin (Cottus confusus),Fishes (freshwater),Special Concern,"Special Concern (since March 8, 2013)",https://species-registry.canada.ca/index-en.html#/species/81-59,Assessed on time!,FALSE,209,,,2011-12-08T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2012-07-04T07:00:00Z,4_GiC_Receipt,2012-07-07T07:00:00Z,5_GiC_Listing_Decision,2013-03-27T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
